2.33,2.25,4.05,0.18,0.05,0.10,0.18,0.95,2.06,1.74,2.10,1.77,2.21,1.93,2.74,1.96,2.81,3.44,4.68,5.33,9.15,5.95,5.08,4.59
6.45,4.37,10.24,0.58,0.23,0.58,0.12,0.83,1.71,2.14,1.43,1.91,1.62,1.82,1.70,1.67,3.08,3.18,4.12,4.65,21.90,14.80,12.63,10.30
5.05,3.46,7.88,0.54,0.25,0.40,0.13,0.64,1.48,1.32,1.13,1.29,1.28,1.54,1.98,1.21,2.23,2.68,3.81,3.26,18.33,12.49,10.52,7.50
3.72,2.89,6.03,0.25,0.12,0.25,0.08,0.71,1.89,1.30,1.44,1.51,1.44,1.44,1.88,1.44,2.29,2.79,3.53,4.08,14.52,9.09,8.46,6.84
3.29,2.66,5.56,0.31,0.12,0.23,0.11,0.84,1.48,1.77,1.82,1.59,1.94,2.13,2.44,1.85,3.20,3.20,4.02,5.10,12.56,8.99,6.94,6.19
2.16,1.74,2.92,0.20,0.18,0.11,0.05,0.42,1.12,0.88,1.18,1.09,0.89,1.11,1.22,0.94,1.88,2.10,2.99,2.50,8.38,4.88,4.70,3.56
4.72,3.34,7.22,0.28,0.29,0.48,0.19,0.95,2.49,1.83,2.06,1.70,2.13,2.08,2.47,2.46,2.91,3.58,5.57,4.87,15.17,9.76,9.17,6.55
3.64,2.47,5.65,0.37,0.26,0.30,0.05,0.49,1.23,0.99,1.25,1.26,1.33,1.19,1.18,1.23,1.91,2.12,2.79,2.80,13.85,9.61,8.00,6.62
